[01:58:58] 日志路径: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3591672666\logs\mshookl_log_20251026_015858.txt
[01:58:58] 模组启动，开始初始化
[01:58:58] DLL路径: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3591672666
[01:58:58] 父级目录: D:\APP\Steam\APP\steamapps\workshop\content\3167020
[01:58:58] 准备从 D:\APP\Steam\APP\steamapps\workshop\content\3167020\3591672666\configs\ItemIdMappings.json 加载ID映射
[01:58:58] 成功加载ID映射，共 9 个映射项
[01:58:58] 映射示例: 键 431692799 -> 值 95001
[01:58:58] 映射示例: 键 1644237146 -> 值 95002
[01:58:58] 映射示例: 键 1920135019 -> 值 95003
[01:58:58] 映射示例: 键 1287883106 -> 值 100101
[01:58:58] 映射示例: 键 1089661518 -> 值 100001
[01:58:58] ID映射加载完成，将在处理物品时动态管理已使用ID
[01:58:58] 从默认配置文件夹加载了 7 个有效的配置文件
[01:59:00] 物品 生肖-羊 的所有标签: Luxury
[01:59:00] 为物品 生肖-羊 添加FoodDrink组件
[01:59:00] 物品 生肖-羊 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000051 配置 Modifiers...
[01:59:00] CustomItem_80000051: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\sx-yang.png
[01:59:00] 加载UI图标成功: sx-yang.png
[01:59:00] 物品注册成功: 生肖羊 (ID: 80000051)
[01:59:00] 成功处理配置: 生肖-羊 (ID: 80000051) 来自 80000051_生肖羊.json
[01:59:00] 配置文件 80000052_生肖猪.json 中设置的NewItemId: 80000052
[01:59:00] 正在处理配置: 80000052_生肖猪.json 中的物品 生肖-猪
[01:59:00] 开始处理物品: 生肖-猪，原始ID: 135，配置的新ID: 80000052
[01:59:00] 为物品 生肖-猪 生成的唯一键: 1784182154
[01:59:00] 首次处理物品 生肖-猪，直接使用配置的ID: 80000052
[01:59:00] 为物品 生肖-猪 保存ID映射: 唯一键 1784182154 -> 80000052
[01:59:00] 成功保存ID映射，共 60 个映射项
[01:59:00] 将ID 80000052 添加到已使用列表
[01:59:00] 物品 生肖-猪 的所有标签: Luxury
[01:59:00] 为物品 生肖-猪 添加FoodDrink组件
[01:59:00] 物品 生肖-猪 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000052 配置 Modifiers...
[01:59:00] CustomItem_80000052: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\sx-zhu.png
[01:59:00] 加载UI图标成功: sx-zhu.png
[01:59:00] 物品注册成功: 生肖猪 (ID: 80000052)
[01:59:00] 成功处理配置: 生肖-猪 (ID: 80000052) 来自 80000052_生肖猪.json
[01:59:00] 配置文件 80000053_绒OVO手办.json 中设置的NewItemId: 80000053
[01:59:00] 正在处理配置: 80000053_绒OVO手办.json 中的物品 绒OVO手办
[01:59:00] 开始处理物品: 绒OVO手办，原始ID: 135，配置的新ID: 80000053
[01:59:00] 为物品 绒OVO手办 生成的唯一键: 792030220
[01:59:00] 首次处理物品 绒OVO手办，直接使用配置的ID: 80000053
[01:59:00] 为物品 绒OVO手办 保存ID映射: 唯一键 792030220 -> 80000053
[01:59:00] 成功保存ID映射，共 61 个映射项
[01:59:00] 将ID 80000053 添加到已使用列表
[01:59:00] 物品 绒OVO手办 的所有标签: Luxury
[01:59:00] 为物品 绒OVO手办 添加FoodDrink组件
[01:59:00] 物品 绒OVO手办 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000053 配置 Modifiers...
[01:59:00] CustomItem_80000053: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\rongovo.png
[01:59:00] 加载UI图标成功: rongovo.png
[01:59:00] 物品注册成功: 绒OVO手办 (ID: 80000053)
[01:59:00] 成功处理配置: 绒OVO手办 (ID: 80000053) 来自 80000053_绒OVO手办.json
[01:59:00] 配置文件 80000054_绒OVO手办-纪念版.json 中设置的NewItemId: 80000054
[01:59:00] 正在处理配置: 80000054_绒OVO手办-纪念版.json 中的物品 绒OVO手办-纪念版
[01:59:00] 开始处理物品: 绒OVO手办-纪念版，原始ID: 135，配置的新ID: 80000054
[01:59:00] 为物品 绒OVO手办-纪念版 生成的唯一键: 1134714389
[01:59:00] 首次处理物品 绒OVO手办-纪念版，直接使用配置的ID: 80000054
[01:59:00] 为物品 绒OVO手办-纪念版 保存ID映射: 唯一键 1134714389 -> 80000054
[01:59:00] 成功保存ID映射，共 62 个映射项
[01:59:00] 将ID 80000054 添加到已使用列表
[01:59:00] 物品 绒OVO手办-纪念版 的所有标签: Luxury
[01:59:00] 为物品 绒OVO手办-纪念版 添加FoodDrink组件
[01:59:00] 物品 绒OVO手办-纪念版 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000054 配置 Modifiers...
[01:59:00] CustomItem_80000054: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\rongovo.png
[01:59:00] 加载UI图标成功: rongovo.png
[01:59:00] 物品注册成功: 绒OVO手办纪念版 (ID: 80000054)
[01:59:00] 成功处理配置: 绒OVO手办-纪念版 (ID: 80000054) 来自 80000054_绒OVO手办-纪念版.json
[01:59:00] 配置文件 80000055_绒OVO手办-典藏版.json 中设置的NewItemId: 80000055
[01:59:00] 正在处理配置: 80000055_绒OVO手办-典藏版.json 中的物品 绒OVO手办-典藏版
[01:59:00] 开始处理物品: 绒OVO手办-典藏版，原始ID: 135，配置的新ID: 80000055
[01:59:00] 为物品 绒OVO手办-典藏版 生成的唯一键: 216177336
[01:59:00] 首次处理物品 绒OVO手办-典藏版，直接使用配置的ID: 80000055
[01:59:00] 为物品 绒OVO手办-典藏版 保存ID映射: 唯一键 216177336 -> 80000055
[01:59:00] 成功保存ID映射，共 63 个映射项
[01:59:00] 将ID 80000055 添加到已使用列表
[01:59:00] 物品 绒OVO手办-典藏版 的所有标签: Luxury
[01:59:00] 为物品 绒OVO手办-典藏版 添加FoodDrink组件
[01:59:00] 物品 绒OVO手办-典藏版 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000055 配置 Modifiers...
[01:59:00] CustomItem_80000055: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\rongovo.png
[01:59:00] 加载UI图标成功: rongovo.png
[01:59:00] 物品注册成功: 绒OVO手办典藏版 (ID: 80000055)
[01:59:00] 成功处理配置: 绒OVO手办-典藏版 (ID: 80000055) 来自 80000055_绒OVO手办-典藏版.json
[01:59:00] 配置文件 80000056_旧时代风光1.json 中设置的NewItemId: 80000056
[01:59:00] 正在处理配置: 80000056_旧时代风光1.json 中的物品 旧时代风光-1
[01:59:00] 开始处理物品: 旧时代风光-1，原始ID: 135，配置的新ID: 80000056
[01:59:00] 为物品 旧时代风光-1 生成的唯一键: 756885289
[01:59:00] 首次处理物品 旧时代风光-1，直接使用配置的ID: 80000056
[01:59:00] 为物品 旧时代风光-1 保存ID映射: 唯一键 756885289 -> 80000056
[01:59:00] 成功保存ID映射，共 64 个映射项
[01:59:00] 将ID 80000056 添加到已使用列表
[01:59:00] 物品 旧时代风光-1 的所有标签: Luxury
[01:59:00] 为物品 旧时代风光-1 添加FoodDrink组件
[01:59:00] 物品 旧时代风光-1 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000056 配置 Modifiers...
[01:59:00] CustomItem_80000056: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\jsdfg-1.png
[01:59:00] 加载UI图标成功: jsdfg-1.png
[01:59:00] 物品注册成功: 旧时代风光1 (ID: 80000056)
[01:59:00] 成功处理配置: 旧时代风光-1 (ID: 80000056) 来自 80000056_旧时代风光1.json
[01:59:00] 配置文件 80000057_旧时代风光2.json 中设置的NewItemId: 80000057
[01:59:00] 正在处理配置: 80000057_旧时代风光2.json 中的物品 旧时代风光-2
[01:59:00] 开始处理物品: 旧时代风光-2，原始ID: 135，配置的新ID: 80000057
[01:59:00] 为物品 旧时代风光-2 生成的唯一键: 1944194809
[01:59:00] 首次处理物品 旧时代风光-2，直接使用配置的ID: 80000057
[01:59:00] 为物品 旧时代风光-2 保存ID映射: 唯一键 1944194809 -> 80000057
[01:59:00] 成功保存ID映射，共 65 个映射项
[01:59:00] 将ID 80000057 添加到已使用列表
[01:59:00] 物品 旧时代风光-2 的所有标签: Luxury
[01:59:00] 为物品 旧时代风光-2 添加FoodDrink组件
[01:59:00] 物品 旧时代风光-2 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000057 配置 Modifiers...
[01:59:00] CustomItem_80000057: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\jsdfg-2.png
[01:59:00] 加载UI图标成功: jsdfg-2.png
[01:59:00] 物品注册成功: 旧时代风光2 (ID: 80000057)
[01:59:00] 成功处理配置: 旧时代风光-2 (ID: 80000057) 来自 80000057_旧时代风光2.json
[01:59:00] 配置文件 80000058_旧时代风光3.json 中设置的NewItemId: 80000058
[01:59:00] 正在处理配置: 80000058_旧时代风光3.json 中的物品 旧时代风光-3
[01:59:00] 开始处理物品: 旧时代风光-3，原始ID: 135，配置的新ID: 80000058
[01:59:00] 为物品 旧时代风光-3 生成的唯一键: 148577015
[01:59:00] 首次处理物品 旧时代风光-3，直接使用配置的ID: 80000058
[01:59:00] 为物品 旧时代风光-3 保存ID映射: 唯一键 148577015 -> 80000058
[01:59:00] 成功保存ID映射，共 66 个映射项
[01:59:00] 将ID 80000058 添加到已使用列表
[01:59:00] 物品 旧时代风光-3 的所有标签: Luxury
[01:59:00] 为物品 旧时代风光-3 添加FoodDrink组件
[01:59:00] 物品 旧时代风光-3 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000058 配置 Modifiers...
[01:59:00] CustomItem_80000058: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\jsdfk-3.png
[01:59:00] 加载UI图标成功: jsdfk-3.png
[01:59:00] 物品注册成功: 旧时代风光3 (ID: 80000058)
[01:59:00] 成功处理配置: 旧时代风光-3 (ID: 80000058) 来自 80000058_旧时代风光3.json
[01:59:00] 配置文件 80000059_旧时代风光4.json 中设置的NewItemId: 80000059
[01:59:00] 正在处理配置: 80000059_旧时代风光4.json 中的物品 旧时代风光-4
[01:59:00] 开始处理物品: 旧时代风光-4，原始ID: 135，配置的新ID: 80000059
[01:59:00] 为物品 旧时代风光-4 生成的唯一键: 1435822823
[01:59:00] 首次处理物品 旧时代风光-4，直接使用配置的ID: 80000059
[01:59:00] 为物品 旧时代风光-4 保存ID映射: 唯一键 1435822823 -> 80000059
[01:59:00] 成功保存ID映射，共 67 个映射项
[01:59:00] 将ID 80000059 添加到已使用列表
[01:59:00] 物品 旧时代风光-4 的所有标签: Luxury
[01:59:00] 为物品 旧时代风光-4 添加FoodDrink组件
[01:59:00] 物品 旧时代风光-4 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000059 配置 Modifiers...
[01:59:00] CustomItem_80000059: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\jsdfg-4.png
[01:59:00] 加载UI图标成功: jsdfg-4.png
[01:59:00] 物品注册成功: 旧时代风光4 (ID: 80000059)
[01:59:00] 成功处理配置: 旧时代风光-4 (ID: 80000059) 来自 80000059_旧时代风光4.json
[01:59:00] 配置文件 80000060_旧时代风光5.json 中设置的NewItemId: 80000060
[01:59:00] 正在处理配置: 80000060_旧时代风光5.json 中的物品 旧时代风光-5
[01:59:00] 开始处理物品: 旧时代风光-5，原始ID: 135，配置的新ID: 80000060
[01:59:00] 为物品 旧时代风光-5 生成的唯一键: 1513865370
[01:59:00] 首次处理物品 旧时代风光-5，直接使用配置的ID: 80000060
[01:59:00] 为物品 旧时代风光-5 保存ID映射: 唯一键 1513865370 -> 80000060
[01:59:00] 成功保存ID映射，共 68 个映射项
[01:59:00] 将ID 80000060 添加到已使用列表
[01:59:00] 物品 旧时代风光-5 的所有标签: Luxury
[01:59:00] 为物品 旧时代风光-5 添加FoodDrink组件
[01:59:00] 物品 旧时代风光-5 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000060 配置 Modifiers...
[01:59:00] CustomItem_80000060: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\jsdfg-5.png
[01:59:00] 加载UI图标成功: jsdfg-5.png
[01:59:00] 物品注册成功: 旧时代风光5 (ID: 80000060)
[01:59:00] 成功处理配置: 旧时代风光-5 (ID: 80000060) 来自 80000060_旧时代风光5.json
[01:59:00] 配置文件 80000061_旧时代风光6.json 中设置的NewItemId: 80000061
[01:59:00] 正在处理配置: 80000061_旧时代风光6.json 中的物品 旧时代风光-6
[01:59:00] 开始处理物品: 旧时代风光-6，原始ID: 135，配置的新ID: 80000061
[01:59:00] 为物品 旧时代风光-6 生成的唯一键: 80021822
[01:59:00] 首次处理物品 旧时代风光-6，直接使用配置的ID: 80000061
[01:59:00] 为物品 旧时代风光-6 保存ID映射: 唯一键 80021822 -> 80000061
[01:59:00] 成功保存ID映射，共 69 个映射项
[01:59:00] 将ID 80000061 添加到已使用列表
[01:59:00] 物品 旧时代风光-6 的所有标签: Luxury
[01:59:00] 为物品 旧时代风光-6 添加FoodDrink组件
[01:59:00] 物品 旧时代风光-6 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000061 配置 Modifiers...
[01:59:00] CustomItem_80000061: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\jsdfg-6.png
[01:59:00] 加载UI图标成功: jsdfg-6.png
[01:59:00] 物品注册成功: 旧时代风光6 (ID: 80000061)
[01:59:00] 成功处理配置: 旧时代风光-6 (ID: 80000061) 来自 80000061_旧时代风光6.json
[01:59:00] 配置文件 80000062_旧时代风光7.json 中设置的NewItemId: 80000062
[01:59:00] 正在处理配置: 80000062_旧时代风光7.json 中的物品 旧时代风光-7
[01:59:00] 开始处理物品: 旧时代风光-7，原始ID: 135，配置的新ID: 80000062
[01:59:00] 为物品 旧时代风光-7 生成的唯一键: 2063097318
[01:59:00] 首次处理物品 旧时代风光-7，直接使用配置的ID: 80000062
[01:59:00] 为物品 旧时代风光-7 保存ID映射: 唯一键 2063097318 -> 80000062
[01:59:00] 成功保存ID映射，共 70 个映射项
[01:59:00] 将ID 80000062 添加到已使用列表
[01:59:00] 物品 旧时代风光-7 的所有标签: Luxury
[01:59:00] 为物品 旧时代风光-7 添加FoodDrink组件
[01:59:00] 物品 旧时代风光-7 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000062 配置 Modifiers...
[01:59:00] CustomItem_80000062: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\jsdfg-7.png
[01:59:00] 加载UI图标成功: jsdfg-7.png
[01:59:00] 物品注册成功: 旧时代风光7 (ID: 80000062)
[01:59:00] 成功处理配置: 旧时代风光-7 (ID: 80000062) 来自 80000062_旧时代风光7.json
[01:59:00] 配置文件 80000063_旧时代风光8.json 中设置的NewItemId: 80000063
[01:59:00] 正在处理配置: 80000063_旧时代风光8.json 中的物品 旧时代风光-8
[01:59:00] 开始处理物品: 旧时代风光-8，原始ID: 135，配置的新ID: 80000063
[01:59:00] 为物品 旧时代风光-8 生成的唯一键: 352201210
[01:59:00] 首次处理物品 旧时代风光-8，直接使用配置的ID: 80000063
[01:59:00] 为物品 旧时代风光-8 保存ID映射: 唯一键 352201210 -> 80000063
[01:59:00] 成功保存ID映射，共 71 个映射项
[01:59:00] 将ID 80000063 添加到已使用列表
[01:59:00] 物品 旧时代风光-8 的所有标签: Luxury
[01:59:00] 为物品 旧时代风光-8 添加FoodDrink组件
[01:59:00] 物品 旧时代风光-8 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000063 配置 Modifiers...
[01:59:00] CustomItem_80000063: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\jsdfg-8.png
[01:59:00] 加载UI图标成功: jsdfg-8.png
[01:59:00] 物品注册成功: 旧时代风光8 (ID: 80000063)
[01:59:00] 成功处理配置: 旧时代风光-8 (ID: 80000063) 来自 80000063_旧时代风光8.json
[01:59:00] 配置文件 80000064_十二符咒-兔.json 中设置的NewItemId: 80000064
[01:59:00] 正在处理配置: 80000064_十二符咒-兔.json 中的物品 十二符咒-兔
[01:59:00] 开始处理物品: 十二符咒-兔，原始ID: 135，配置的新ID: 80000064
[01:59:00] 为物品 十二符咒-兔 生成的唯一键: 1370283759
[01:59:00] 首次处理物品 十二符咒-兔，直接使用配置的ID: 80000064
[01:59:00] 为物品 十二符咒-兔 保存ID映射: 唯一键 1370283759 -> 80000064
[01:59:00] 成功保存ID映射，共 72 个映射项
[01:59:00] 将ID 80000064 添加到已使用列表
[01:59:00] 物品 十二符咒-兔 的所有标签: Luxury
[01:59:00] 为物品 十二符咒-兔 添加FoodDrink组件
[01:59:00] 物品 十二符咒-兔 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000064 配置 Modifiers...
[01:59:00] CustomItem_80000064: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\fz-tu.png
[01:59:00] 加载UI图标成功: fz-tu.png
[01:59:00] 物品注册成功: 十二符咒-兔 (ID: 80000064)
[01:59:00] 成功处理配置: 十二符咒-兔 (ID: 80000064) 来自 80000064_十二符咒-兔.json
[01:59:00] 配置文件 80000065_十二符咒-马.json 中设置的NewItemId: 80000065
[01:59:00] 正在处理配置: 80000065_十二符咒-马.json 中的物品 十二符咒-马
[01:59:00] 开始处理物品: 十二符咒-马，原始ID: 135，配置的新ID: 80000065
[01:59:00] 为物品 十二符咒-马 生成的唯一键: 2016401430
[01:59:00] 首次处理物品 十二符咒-马，直接使用配置的ID: 80000065
[01:59:00] 为物品 十二符咒-马 保存ID映射: 唯一键 2016401430 -> 80000065
[01:59:00] 成功保存ID映射，共 73 个映射项
[01:59:00] 将ID 80000065 添加到已使用列表
[01:59:00] 物品 十二符咒-马 的所有标签: Luxury
[01:59:00] 为物品 十二符咒-马 添加FoodDrink组件
[01:59:00] 物品 十二符咒-马 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000065 配置 Modifiers...
[01:59:00] CustomItem_80000065: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\fz-ma.png
[01:59:00] 加载UI图标成功: fz-ma.png
[01:59:00] 物品注册成功: 十二符咒-马 (ID: 80000065)
[01:59:00] 成功处理配置: 十二符咒-马 (ID: 80000065) 来自 80000065_十二符咒-马.json
[01:59:00] 配置文件 80000066_十二符咒-狗.json 中设置的NewItemId: 80000066
[01:59:00] 正在处理配置: 80000066_十二符咒-狗.json 中的物品 十二符咒-狗
[01:59:00] 开始处理物品: 十二符咒-狗，原始ID: 135，配置的新ID: 80000066
[01:59:00] 为物品 十二符咒-狗 生成的唯一键: 1508149048
[01:59:00] 首次处理物品 十二符咒-狗，直接使用配置的ID: 80000066
[01:59:00] 为物品 十二符咒-狗 保存ID映射: 唯一键 1508149048 -> 80000066
[01:59:00] 成功保存ID映射，共 74 个映射项
[01:59:00] 将ID 80000066 添加到已使用列表
[01:59:00] 物品 十二符咒-狗 的所有标签: Luxury
[01:59:00] 为物品 十二符咒-狗 添加FoodDrink组件
[01:59:00] 物品 十二符咒-狗 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000066 配置 Modifiers...
[01:59:00] CustomItem_80000066: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\fz-gou.png
[01:59:00] 加载UI图标成功: fz-gou.png
[01:59:00] 物品注册成功: 十二符咒-狗 (ID: 80000066)
[01:59:00] 成功处理配置: 十二符咒-狗 (ID: 80000066) 来自 80000066_十二符咒-狗.json
[01:59:00] 配置文件 80000067_十二符咒-龙.json 中设置的NewItemId: 80000067
[01:59:00] 正在处理配置: 80000067_十二符咒-龙.json 中的物品 十二符咒-龙
[01:59:00] 开始处理物品: 十二符咒-龙，原始ID: 135，配置的新ID: 80000067
[01:59:00] 为物品 十二符咒-龙 生成的唯一键: 1426266691
[01:59:00] 首次处理物品 十二符咒-龙，直接使用配置的ID: 80000067
[01:59:00] 为物品 十二符咒-龙 保存ID映射: 唯一键 1426266691 -> 80000067
[01:59:00] 成功保存ID映射，共 75 个映射项
[01:59:00] 将ID 80000067 添加到已使用列表
[01:59:00] 物品 十二符咒-龙 的所有标签: Luxury
[01:59:00] 为物品 十二符咒-龙 添加FoodDrink组件
[01:59:00] 物品 十二符咒-龙 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000067 配置 Modifiers...
[01:59:00] CustomItem_80000067: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\fz-long.png
[01:59:00] 加载UI图标成功: fz-long.png
[01:59:00] 物品注册成功: 十二符咒-龙 (ID: 80000067)
[01:59:00] 成功处理配置: 十二符咒-龙 (ID: 80000067) 来自 80000067_十二符咒-龙.json
[01:59:00] 配置文件 80000068_十二符咒-鸡 .json 中设置的NewItemId: 80000068
[01:59:00] 正在处理配置: 80000068_十二符咒-鸡 .json 中的物品 十二符咒-鸡
[01:59:00] 开始处理物品: 十二符咒-鸡，原始ID: 135，配置的新ID: 80000068
[01:59:00] 为物品 十二符咒-鸡 生成的唯一键: 594117572
[01:59:00] 首次处理物品 十二符咒-鸡，直接使用配置的ID: 80000068
[01:59:00] 为物品 十二符咒-鸡 保存ID映射: 唯一键 594117572 -> 80000068
[01:59:00] 成功保存ID映射，共 76 个映射项
[01:59:00] 将ID 80000068 添加到已使用列表
[01:59:00] 物品 十二符咒-鸡 的所有标签: Luxury
[01:59:00] 为物品 十二符咒-鸡 添加FoodDrink组件
[01:59:00] 物品 十二符咒-鸡 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000068 配置 Modifiers...
[01:59:00] CustomItem_80000068: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\fz-ji.png
[01:59:00] 加载UI图标成功: fz-ji.png
[01:59:00] 物品注册成功: 十二符咒-鸡 (ID: 80000068)
[01:59:00] 成功处理配置: 十二符咒-鸡 (ID: 80000068) 来自 80000068_十二符咒-鸡 .json
[01:59:00] 配置文件 80000069_十二符咒-猪.json 中设置的NewItemId: 80000069
[01:59:00] 正在处理配置: 80000069_十二符咒-猪.json 中的物品 十二符咒-猪
[01:59:00] 开始处理物品: 十二符咒-猪，原始ID: 135，配置的新ID: 80000069
[01:59:00] 为物品 十二符咒-猪 生成的唯一键: 1601557924
[01:59:00] 首次处理物品 十二符咒-猪，直接使用配置的ID: 80000069
[01:59:00] 为物品 十二符咒-猪 保存ID映射: 唯一键 1601557924 -> 80000069
[01:59:00] 成功保存ID映射，共 77 个映射项
[01:59:00] 将ID 80000069 添加到已使用列表
[01:59:00] 物品 十二符咒-猪 的所有标签: Luxury
[01:59:00] 为物品 十二符咒-猪 添加FoodDrink组件
[01:59:00] 物品 十二符咒-猪 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000069 配置 Modifiers...
[01:59:00] CustomItem_80000069: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\fz-zhu.png
[01:59:00] 加载UI图标成功: fz-zhu.png
[01:59:00] 物品注册成功: 十二符咒-猪 (ID: 80000069)
[01:59:00] 成功处理配置: 十二符咒-猪 (ID: 80000069) 来自 80000069_十二符咒-猪.json
[01:59:00] 配置文件 80000070_十二符咒-鼠.json 中设置的NewItemId: 80000070
[01:59:00] 正在处理配置: 80000070_十二符咒-鼠.json 中的物品 十二符咒-鼠
[01:59:00] 开始处理物品: 十二符咒-鼠，原始ID: 135，配置的新ID: 80000070
[01:59:00] 为物品 十二符咒-鼠 生成的唯一键: 1411770228
[01:59:00] 首次处理物品 十二符咒-鼠，直接使用配置的ID: 80000070
[01:59:00] 为物品 十二符咒-鼠 保存ID映射: 唯一键 1411770228 -> 80000070
[01:59:00] 成功保存ID映射，共 78 个映射项
[01:59:00] 将ID 80000070 添加到已使用列表
[01:59:00] 物品 十二符咒-鼠 的所有标签: Luxury
[01:59:00] 为物品 十二符咒-鼠 添加FoodDrink组件
[01:59:00] 物品 十二符咒-鼠 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000070 配置 Modifiers...
[01:59:00] CustomItem_80000070: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\fz-shu.png
[01:59:00] 加载UI图标成功: fz-shu.png
[01:59:00] 物品注册成功: 十二符咒-鼠 (ID: 80000070)
[01:59:00] 成功处理配置: 十二符咒-鼠 (ID: 80000070) 来自 80000070_十二符咒-鼠.json
[01:59:00] 配置文件 80000071_十二符咒-蛇.json 中设置的NewItemId: 80000071
[01:59:00] 正在处理配置: 80000071_十二符咒-蛇.json 中的物品 十二符咒-蛇
[01:59:00] 开始处理物品: 十二符咒-蛇，原始ID: 135，配置的新ID: 80000071
[01:59:00] 为物品 十二符咒-蛇 生成的唯一键: 112030480
[01:59:00] 首次处理物品 十二符咒-蛇，直接使用配置的ID: 80000071
[01:59:00] 为物品 十二符咒-蛇 保存ID映射: 唯一键 112030480 -> 80000071
[01:59:00] 成功保存ID映射，共 79 个映射项
[01:59:00] 将ID 80000071 添加到已使用列表
[01:59:00] 物品 十二符咒-蛇 的所有标签: Luxury
[01:59:00] 为物品 十二符咒-蛇 添加FoodDrink组件
[01:59:00] 物品 十二符咒-蛇 能量值: 0, 口渴值: 0
[01:59:00] 正在为 CustomItem_80000071 配置 Modifiers...
[01:59:00] CustomItem_80000071: 共修改/移除了 0 个现有 Modifier。
[01:59:00] 从模块文件夹加载图标: D:\APP\Steam\APP\steamapps\workshop\content\3167020\3592106393\icons\fz-she.png
[01:59:00] 加载UI图标成功: fz-she.png
[01:59:00] 物品注册成功: 十二符咒-蛇 (ID: 80000071)
[01:59:00] 成功处理配置: 十二符咒-蛇 (ID: 80000071) 来自 80000071_十二符咒-蛇.json
[01:59:00] 配置文件 80000072_十二符咒-虎.json 中设置的NewItemId: 80000072
[01:59:00] 正在处理配置: 80000072_十二符咒-虎.json 中的物品 十二符咒-虎
